X,Y,Z,Trace,GradX,GradY,GradZ
2.00E-05,4.00E-05,0.00018,1128.885974,-0.863431069,-0.177706188,-0.472130597
2.00E-05,4.00E-05,0.0002,1040.587101,-0.933870194,0.008221856,-0.357517639
2.00E-05,4.00E-05,0.00022,964.3964923,-0.998272881,-0.041635969,0.041445152
2.00E-05,4.00E-05,0.00024,1061.585604,-0.997100405,-0.044181872,-0.06195761
2.00E-05,4.00E-05,0.00026,928.3226573,-0.896157852,-0.087131813,-0.435096716
2.00E-05,4.00E-05,0.00028,728.4282373,-0.842290837,-0.082802227,-0.532625513
2.00E-05,4.00E-05,0.0003,402.7599053,-0.891521969,-0.081826811,-0.445525479
2.00E-05,4.00E-05,0.00032,228.5767063,-0.979706768,-0.042834401,-0.195805677
2.00E-05,4.00E-05,0.00034,177.6681862,-0.997817181,-0.037281159,-0.054506772
2.00E-05,4.00E-05,0.00036,168.3128856,-0.999972035,-0.004204685,-0.006184581
2.00E-05,4.00E-05,0.00038,170.0423267,-0.998299306,0.054676554,0.020223016
2.00E-05,4.00E-05,0.0004,192.227198,-0.994393118,0.092056202,0.052038285
2.00E-05,4.00E-05,0.00042,228.4492669,-0.989940916,0.133935124,0.04558909
2.00E-05,4.00E-05,0.00044,239.9978377,-0.985346448,0.169537291,0.018694502
2.00E-05,4.00E-05,0.00046,247.1189171,-0.518979035,0.104159307,0.848417115
2.00E-05,6.00E-05,2.00E-05,1806.998251,0.158019284,0.000328146,0.987435972
2.00E-05,6.00E-05,4.00E-05,1794.276722,0.98541163,-0.038187094,-0.165848319
2.00E-05,6.00E-05,6.00E-05,1766.329313,0.922366257,-0.143753838,-0.358574012
2.00E-05,6.00E-05,8.00E-05,1712.380337,0.717675517,-0.313820338,-0.621657983
2.00E-05,6.00E-05,0.0001,1622.550034,0.317309762,-0.513447348,-0.797299402
2.00E-05,6.00E-05,0.00012,1495.756254,-0.082201766,-0.508219199,-0.857295816
2.00E-05,6.00E-05,0.00014,1332.474436,-0.458921185,-0.401849747,-0.792406541
2.00E-05,6.00E-05,0.00016,1187.810395,-0.716275725,-0.368011609,-0.592888304
2.00E-05,6.00E-05,0.00018,1075.691071,-0.910618733,-0.316393022,-0.265836377
2.00E-05,6.00E-05,0.0002,1068.464594,-0.950165455,-0.227417225,-0.213229956
2.00E-05,6.00E-05,0.00022,966.7976365,-0.9196149,-0.246455509,-0.305889061
2.00E-05,6.00E-05,0.00024,879.1866194,-0.844997605,-0.445721246,-0.295485394
2.00E-05,6.00E-05,0.00026,737.3461111,-0.590199907,-0.603352755,-0.536311032
2.00E-05,6.00E-05,0.00028,553.8791522,-0.828319252,-0.344763452,-0.441616778
2.00E-05,6.00E-05,0.0003,341.7388022,-0.948802041,-0.117426499,-0.29323319
2.00E-05,6.00E-05,0.00032,205.8879261,-0.989632758,-0.039343609,-0.138127057
2.00E-05,6.00E-05,0.00034,165.0958137,-0.999525119,0.016192869,-0.026216943
2.00E-05,6.00E-05,0.00036,173.2730232,-0.997310518,0.057140047,0.045899299
2.00E-05,6.00E-05,0.00038,219.8810456,-0.99011974,0.113651807,0.082135051
2.00E-05,6.00E-05,0.0004,266.3152173,-0.933483861,0.348119016,0.086145414
2.00E-05,6.00E-05,0.00042,316.8672949,-0.986679653,0.14209066,0.079205476
2.00E-05,6.00E-05,0.00044,345.8349619,-0.980391759,0.188134442,0.058629607
2.00E-05,6.00E-05,0.00046,368.5631234,-0.504255604,0.11864848,0.855364731
2.00E-05,8.00E-05,2.00E-05,1804.710985,0.171512755,-0.016655734,0.985041096
2.00E-05,8.00E-05,4.00E-05,1783.984715,0.945471135,-0.182917365,-0.269491319
2.00E-05,8.00E-05,6.00E-05,1741.321485,0.727211784,-0.474711331,-0.495794488
2.00E-05,8.00E-05,8.00E-05,1660.509067,0.376512589,-0.60303905,-0.703265366
2.00E-05,8.00E-05,0.0001,1518.126044,-0.026591826,-0.650197025,-0.75930014
2.00E-05,8.00E-05,0.00012,1366.23798,-0.27722176,-0.778055294,-0.563718064
2.00E-05,8.00E-05,0.00014,1218.511856,-0.560010584,-0.590842278,-0.580769789
2.00E-05,8.00E-05,0.00016,1075.343584,-0.788644889,-0.401277375,-0.465849448
2.00E-05,8.00E-05,0.00018,986.8430407,-0.90182148,-0.332594624,-0.27586017
2.00E-05,8.00E-05,0.0002,924.4484341,-0.879915769,-0.39485456,-0.264269023
2.00E-05,8.00E-05,0.00022,811.8947997,-0.734851682,-0.552194552,-0.393794594
2.00E-05,8.00E-05,0.00024,715.4723213,-0.880183967,-0.380418286,-0.28382761
2.00E-05,8.00E-05,0.00026,562.3500316,-0.911615213,-0.31616013,-0.262679416
2.00E-05,8.00E-05,0.00028,419.583673,-0.939884065,-0.240831926,-0.242111397
2.00E-05,8.00E-05,0.0003,263.4053145,-0.97844632,-0.092868269,-0.184440458
2.00E-05,8.00E-05,0.00032,178.2623588,-0.99856771,0.012098231,-0.052116804
2.00E-05,8.00E-05,0.00034,197.8127481,-0.994885636,0.088779485,0.048174413
2.00E-05,8.00E-05,0.00036,236.5150324,-0.93523053,0.344129961,0.083177076
2.00E-05,8.00E-05,0.00038,298.7865526,-0.942270286,0.13189458,0.30778325
2.00E-05,8.00E-05,0.0004,584.1547078,-0.991431518,0.10865336,0.072512013
2.00E-05,8.00E-05,0.00042,371.1037093,-0.976790512,0.099354077,-0.189760542
2.00E-05,8.00E-05,0.00044,405.8827278,-0.987144295,0.1315401,0.090792854
2.00E-05,8.00E-05,0.00046,449.7983088,-0.468855172,0.08399056,0.879272662
2.00E-05,0.0001,2.00E-05,1784.438934,0.169866172,-0.062308729,0.983495351
2.00E-05,0.0001,4.00E-05,1751.251068,0.707452187,-0.497829787,-0.501674105
2.00E-05,0.0001,6.00E-05,1648.104342,0.253992538,-0.676464335,-0.691291396
2.00E-05,0.0001,8.00E-05,1520.993738,-0.017916886,-0.837033631,-0.546858012
2.00E-05,0.0001,0.0001,1370.562479,-0.275820952,-0.608274332,-0.744261473
2.00E-05,0.0001,0.00012,1082.222574,-0.56135506,-0.529996643,-0.6355974
2.00E-05,0.0001,0.00014,1036.534959,-0.862064109,-0.466191932,-0.19877262
2.00E-05,0.0001,0.00016,988.2535336,-0.920256178,-0.291004852,-0.261619461
2.00E-05,0.0001,0.00018,893.76225,-0.850161549,-0.380643379,-0.363780097
2.00E-05,0.0001,0.0002,807.0676662,-0.916203117,-0.299386289,-0.266345074
2.00E-05,0.0001,0.00022,673.7629612,-0.916012734,-0.297751152,-0.268821358
2.00E-05,0.0001,0.00024,544.7181262,-0.917894651,-0.299226018,-0.26063998
2.00E-05,0.0001,0.00026,381.2154517,-0.946360046,-0.222709464,-0.234100743
2.00E-05,0.0001,0.00028,256.5142489,-0.983013534,-0.137250813,-0.121846648
2.00E-05,0.0001,0.0003,220.2302518,-0.99961613,-0.003003254,-0.027542198
2.00E-05,0.0001,0.00032,221.1143789,-0.945626731,0.322764732,0.040162341
2.00E-05,0.0001,0.00034,272.4482855,-0.943805494,0.137199546,0.300678358
2.00E-05,0.0001,0.00036,591.0336978,-0.988509529,0.12329121,0.08745392
2.00E-05,0.0001,0.00038,368.8553282,-0.97503445,0.076555092,-0.208439774
2.00E-05,0.0001,0.0004,374.6766012,-0.982736068,-0.17974905,0.043818941
2.00E-05,0.0001,0.00042,410.2062357,-0.990280049,0.096667457,0.100004141
2.00E-05,0.0001,0.00044,459.8471892,-0.986788731,0.111910684,0.11714947
2.00E-05,0.0001,0.00046,502.1830722,-0.482673381,0.060806042,0.873687033
2.00E-05,0.00012,2.00E-05,1725.577068,0.166019802,-0.165641839,0.972111211
2.00E-05,0.00012,4.00E-05,1648.694852,0.219296295,-0.718336018,-0.660229127
2.00E-05,0.00012,6.00E-05,1516.002795,-0.09926541,-0.688271064,-0.71863017
2.00E-05,0.00012,8.00E-05,1235.697017,-0.320602316,-0.621883053,-0.714475768
2.00E-05,0.00012,0.0001,1159.524603,-0.74282727,-0.555518746,-0.373639625
2.00E-05,0.00012,0.00012,1087.707161,-0.92887465,-0.060179375,-0.365472745
2.00E-05,0.00012,0.00014,998.1212981,-0.918609901,-0.194968857,-0.343719354
2.00E-05,0.00012,0.00016,916.534485,-0.922363616,-0.244384996,-0.29920116
2.00E-05,0.00012,0.00018,797.2581749,-0.921973947,-0.255183564,-0.291282321
2.00E-05,0.00012,0.0002,677.1573178,-0.918881854,-0.275338349,-0.282568454
2.00E-05,0.00012,0.00022,521.3119439,-0.934032768,-0.236190402,-0.267949402
2.00E-05,0.00012,0.00024,379.6150739,-0.962311918,-0.193892481,-0.190686858
2.00E-05,0.00012,0.00026,288.170077,-0.991240511,-0.077963013,-0.106602146
2.00E-05,0.00012,0.00028,238.2463125,-0.96706871,0.253660127,-0.020848261
2.00E-05,0.00012,0.0003,259.5452448,-0.956663948,0.108316396,0.270299183
2.00E-05,0.00012,0.00032,597.9126877,-0.98857549,0.122423077,0.087926626
2.00E-05,0.00012,0.00034,366.606947,-0.976825225,0.089326818,-0.194507583
2.00E-05,0.00012,0.00036,372.42822,-0.981179777,-0.192794325,0.010797874
2.00E-05,0.00012,0.00038,378.2494931,-0.997271831,0.059934138,0.043090536
2.00E-05,0.00012,0.0004,414.5297435,-0.990069077,0.112759255,0.083955784
2.00E-05,0.00012,0.00042,453.4325417,-0.985477073,0.139321782,0.097079245
2.00E-05,0.00012,0.00044,493.7464692,-0.981901504,0.147628626,0.118639055
2.00E-05,0.00012,0.00046,541.985989,-0.4865618,0.01766343,0.873467583
2.00E-05,0.00014,2.00E-05,1595.862474,0.018222087,-0.247139052,0.968808673
2.00E-05,0.00014,4.00E-05,1523.232123,-0.128352794,-0.684966707,-0.717179315
2.00E-05,0.00014,6.00E-05,1252.553931,-0.397208844,-0.563754416,-0.724158887
2.00E-05,0.00014,8.00E-05,1210.713451,-0.932633029,-0.086357738,-0.350339798
2.00E-05,0.00014,0.0001,1150.534586,-0.907501098,-0.122343218,-0.401838144
2.00E-05,0.00014,0.00012,1055.645626,-0.903511092,-0.171484576,-0.392760419
2.00E-05,0.00014,0.00014,939.44022,-0.915898697,-0.211902299,-0.3409208
2.00E-05,0.00014,0.00016,824.1902205,-0.917769746,-0.250175662,-0.308400439
2.00E-05,0.00014,0.00018,684.0512091,-0.925855764,-0.237183334,-0.29416861
2.00E-05,0.00014,0.0002,538.1820966,-0.942668153,-0.224822587,-0.246640544
2.00E-05,0.00014,0.00022,411.4872421,-0.971175119,-0.145107407,-0.189110359
2.00E-05,0.00014,0.00024,307.6569281,-0.980210859,0.171536234,-0.098802796
2.00E-05,0.00014,0.00026,277.8260272,-0.975866043,0.052731861,0.211907565
2.00E-05,0.00014,0.00028,604.7916776,-0.993119312,0.097412575,0.064998635
2.00E-05,0.00014,0.0003,364.3585659,-0.97932886,0.088533298,-0.181870389
2.00E-05,0.00014,0.00032,370.1798389,-0.983667524,-0.179739656,0.009584317
2.00E-05,0.00014,0.00034,376.0011119,-0.998862247,0.046241732,0.01165817
2.00E-05,0.00014,0.00036,383.1578913,-0.995246141,0.083684685,0.049819603
2.00E-05,0.00014,0.00038,427.413859,-0.986222773,0.133917146,0.097112513
2.00E-05,0.00014,0.0004,475.6533788,-0.98075242,0.160593794,0.111060004
2.00E-05,0.00014,0.00042,523.8928986,-0.975870261,0.182305854,0.120174076
2.00E-05,0.00014,0.00044,570.0387594,-0.997313011,0.073110402,0.004650577
2.00E-05,0.00014,0.00046,527.0933887,-0.526632209,0.007230307,0.850062491
2.00E-05,0.00016,2.00E-05,1471.466231,-0.142721438,-0.332917218,0.932092655
2.00E-05,0.00016,4.00E-05,1320.806252,-0.519866826,-0.603423164,-0.604664344
2.00E-05,0.00016,6.00E-05,1272.708424,-0.907646994,0.061579169,-0.415192655
2.00E-05,0.00016,8.00E-05,1210.549546,-0.906783155,-0.064452481,-0.416641558
2.00E-05,0.00016,0.0001,1112.312817,-0.902709994,-0.172170084,-0.394299541
2.00E-05,0.00016,0.00012,995.5404703,-0.90292264,-0.217144012,-0.370916682
2.00E-05,0.00016,0.00014,854.2581706,-0.910096726,-0.236478472,-0.340296756
2.00E-05,0.00016,0.00016,709.361904,-0.923134785,-0.248529475,-0.293351783
2.00E-05,0.00016,0.00018,566.6545078,-0.945053878,-0.206596952,-0.253359167
2.00E-05,0.00016,0.0002,428.704508,-0.980852294,0.066233192,-0.183144593
2.00E-05,0.00016,0.00022,344.4262909,-0.990001934,-0.038303953,0.135753369
2.00E-05,0.00016,0.00024,611.6706675,-0.999065847,0.041336797,0.012597692
2.00E-05,0.00016,0.00026,362.1101847,-0.982007768,0.067747253,-0.17626983
2.00E-05,0.00016,0.00028,367.9314577,-0.985117496,-0.171657577,0.008786064
2.00E-05,0.00016,0.0003,373.7527308,-0.999222985,0.038300542,0.009300299
2.00E-05,0.00016,0.00032,379.5740038,-0.996856711,0.069850562,0.037384453
2.00E-05,0.00016,0.00034,418.0839499,-0.99167633,0.106820768,0.071884486
2.00E-05,0.00016,0.00036,458.7889952,-0.984473036,0.152232292,0.087396627
2.00E-05,0.00016,0.00038,505.7998082,-0.979510274,0.172116414,0.104573242
2.00E-05,0.00016,0.0004,554.0393281,-0.991377459,0.068324438,0.111814604
2.00E-05,0.00016,0.00042,596.6165629,-0.999232575,0.03656754,-0.014038383
2.00E-05,0.00016,0.00044,544.0604711,-0.997162354,-0.01457941,-0.073855804
2.00E-05,0.00016,0.00046,550.7112541,-0.52359847,0.033747888,0.851296495
2.00E-05,0.00018,2.00E-05,1320.806252,-0.23392245,-0.186353374,0.954228855
2.00E-05,0.00018,4.00E-05,1324.882301,-0.975034458,-0.027360866,-0.220361494
2.00E-05,0.00018,6.00E-05,1268.90662,-0.877839825,-0.106164627,-0.467039949
2.00E-05,0.00018,8.00E-05,1185.901009,-0.894711527,-0.129426885,-0.427480953
2.00E-05,0.00018,0.0001,1056.651315,-0.884530456,-0.218776897,-0.41199823
2.00E-05,0.00018,0.00012,904.5739058,-0.896562969,-0.242035602,-0.370936127
2.00E-05,0.00018,0.00014,740.5694726,-0.917668881,-0.227559519,-0.325730703
2.00E-05,0.00018,0.00016,580.5305886,-0.9624653,-0.076580798,-0.26037651
2.00E-05,0.00018,0.00018,455.1944318,-0.985267041,-0.168143775,0.031249465
2.00E-05,0.00018,0.0002,618.5496575,-0.99632177,-0.048409605,-0.070706727
2.00E-05,0.00018,0.00022,359.8618035,-0.984670375,0.01704535,-0.173590635
2.00E-05,0.00018,0.00024,365.6830766,-0.985783202,-0.167819191,0.008258229
2.00E-05,0.00018,0.00026,371.5043496,-0.999413776,0.033117166,0.008680879
2.00E-05,0.00018,0.00028,377.3256226,-0.997656335,0.060842972,0.031304467
2.00E-05,0.00018,0.0003,412.3049634,-0.994023707,0.090990998,0.060311758
2.00E-05,0.00018,0.00032,453.0100086,-0.990249149,0.122262817,0.06677145
2.00E-05,0.00018,0.00034,493.7150538,-0.987108584,0.140341061,0.076948225
2.00E-05,0.00018,0.00036,535.9462377,-0.982722223,0.159991392,0.093057971
2.00E-05,0.00018,0.00038,584.1857575,-0.998571866,0.053134989,-0.005558897
2.00E-05,0.00018,0.0004,531.1470572,-0.99896619,0.008955897,-0.044568404
2.00E-05,0.00018,0.00042,549.8860806,-0.997948187,-0.046525412,0.043986385
2.00E-05,0.00018,0.00044,560.9768809,-0.9988241,0.042714987,0.022931336
2.00E-05,0.00018,0.00046,563.8584712,-0.593287125,0.024937381,0.80460457
2.00E-05,0.0002,2.00E-05,1322.844276,-0.320563497,-0.002819533,0.947222833
2.00E-05,0.0002,4.00E-05,1314.362209,-0.953051384,-0.147198951,-0.264623372
2.00E-05,0.0002,6.00E-05,1241.116058,-0.866586598,-0.274797736,-0.416549964
2.00E-05,0.0002,8.00E-05,1146.285764,-0.864480219,-0.234410023,-0.444663797
2.00E-05,0.0002,0.0001,962.9241391,-0.864452338,-0.243635488,-0.439731628
2.00E-05,0.0002,0.00012,789.2972561,-0.90860605,-0.22417659,-0.352391688
2.00E-05,0.0002,0.00014,627.8774798,-0.9697796,-0.188858352,-0.154466989
2.00E-05,0.0002,0.00016,625.4286474,-0.964513255,-0.154361136,-0.214212092
2.00E-05,0.0002,0.00018,362.0855707,-0.979845907,-0.063724143,-0.189317807
2.00E-05,0.0002,0.0002,363.4346954,-0.986326103,-0.16473527,0.004807153
2.00E-05,0.0002,0.00022,369.2559684,-0.999557819,0.028598025,0.00814363
2.00E-05,0.0002,0.00024,375.0772415,-0.998126595,0.054900244,0.027004892
2.00E-05,0.0002,0.00026,406.5259768,-0.995052979,0.083216817,0.054263532
2.00E-05,0.0002,0.00028,447.231022,-0.991480332,0.113679638,0.063590023
2.00E-05,0.0002,0.0003,487.9360672,-0.989898088,0.124847195,0.067193396
2.00E-05,0.0002,0.00032,528.6411125,-0.989382426,0.12797743,0.068878105
2.00E-05,0.0002,0.00034,569.3461577,-0.987695711,0.13607029,0.077084749
2.00E-05,0.0002,0.00036,614.3321869,-0.998826155,0.045057911,-0.017779099
2.00E-05,0.0002,0.00038,551.6730084,-0.99818494,0.003199829,-0.060138058
2.00E-05,0.0002,0.0004,560.9317528,-0.997883618,0.062755366,0.017030812
2.00E-05,0.0002,0.00042,565.0648718,-0.999343233,0.034245855,0.01184587
2.00E-05,0.0002,0.00044,570.0873227,-0.999804612,0.014848692,0.013048169
2.00E-05,0.0002,0.00046,574.2609018,-0.586350056,0.008685481,0.810011218
2.00E-05,0.00022,2.00E-05,1318.603243,-0.399503278,-0.030863505,0.91621208
2.00E-05,0.00022,4.00E-05,1279.4203,-0.895732642,-0.206776691,-0.393581546
2.00E-05,0.00022,6.00E-05,1158.0267,-0.829548066,-0.325279844,-0.453919629
2.00E-05,0.00022,8.00E-05,1039.248696,-0.843677036,-0.363379613,-0.395176311
2.00E-05,0.00022,0.0001,858.8600632,-0.883400825,-0.269551686,-0.38333389
2.00E-05,0.00022,0.00012,691.4314851,-0.927869705,-0.213276054,-0.305893995
2.00E-05,0.00022,0.00014,540.216273,-0.950965742,-0.177515645,-0.25328315
2.00E-05,0.00022,0.00016,389.0010608,-0.973330256,-0.189734366,-0.128953802
2.00E-05,0.00022,0.00018,367.0075873,-0.999667294,0.02314559,-0.011383437
2.00E-05,0.00022,0.0002,372.8288603,-0.99847557,0.050009692,0.023357359
2.00E-05,0.00022,0.00022,400.7469902,-0.995854378,0.076593449,0.049066293
2.00E-05,0.00022,0.00024,441.4520354,-0.992632125,0.105118256,0.060262896
2.00E-05,0.00022,0.00026,482.1570806,-0.991183963,0.1166686,0.062791635
2.00E-05,0.00022,0.00028,522.8621259,-0.990351272,0.122028558,0.065676392
2.00E-05,0.00022,0.0003,563.5671711,-0.989964481,0.124438329,0.066973342
2.00E-05,0.00022,0.00032,604.2722164,-0.9962154,0.049294305,0.071588749
2.00E-05,0.00022,0.00034,644.9772616,-0.999201152,0.032781084,-0.022857342
2.00E-05,0.00022,0.00036,580.7356383,-0.998032255,0.000572415,-0.062700006
2.00E-05,0.00022,0.00038,587.0270909,-0.997799282,0.066306155,-0.000292989
2.00E-05,0.00022,0.0004,580.4935758,-0.998986979,0.043093602,-0.01295981
2.00E-05,0.00022,0.00042,576.3544051,-0.999681779,0.021992991,-0.012355127
2.00E-05,0.00022,0.00044,571.4418754,-0.999939441,0.008339833,-0.007180603
2.00E-05,0.00022,0.00046,571.9300333,-0.608053825,-0.001482195,0.793894419
2.00E-05,0.00024,2.00E-05,1299.011771,-0.492102067,-0.063147379,0.868244185
2.00E-05,0.00024,4.00E-05,1229.999803,-0.872241056,-0.180839049,-0.454414765
2.00E-05,0.00024,6.00E-05,1069.008538,-0.807276868,-0.220016796,-0.54762822
2.00E-05,0.00024,8.00E-05,871.1906895,-0.865487358,-0.285923751,-0.411314041
2.00E-05,0.00024,0.0001,718.3469753,-0.91966345,-0.241654399,-0.309551757
2.00E-05,0.00024,0.00012,567.1317631,-0.940172849,-0.213892991,-0.265188238
2.00E-05,0.00024,0.00014,415.916551,-0.980773988,-0.118901137,-0.154741414
2.00E-05,0.00024,0.00016,370.5804791,-0.999356266,0.031929718,-0.016356863
2.00E-05,0.00024,0.00018,394.9680036,-0.996480266,0.070978398,0.044599851
2.00E-05,0.00024,0.0002,435.6730488,-0.993570817,0.097595736,0.057376862
2.00E-05,0.00024,0.00022,476.3780941,-0.992145396,0.110149935,0.059283256
2.00E-05,0.00024,0.00024,517.0831393,-0.991507967,0.114513964,0.061631998
2.00E-05,0.00024,0.00026,557.7881845,-0.990763649,0.119404762,0.064264251
2.00E-05,0.00024,0.00028,598.4932298,-0.989830597,0.125261433,0.067416341
2.00E-05,0.00024,0.0003,639.198275,-0.999438317,0.031356762,-0.011823863
2.00E-05,0.00024,0.00032,584.6981591,-0.999368065,0.010690416,-0.033899635
2.00E-05,0.00024,0.00034,603.1013753,-0.99924881,-0.022611963,0.031472446
2.00E-05,0.00024,0.00036,614.8612388,-0.998338678,0.057487818,0.003877555
2.00E-05,0.00024,0.00038,606.4539839,-0.998983013,0.03970677,-0.021361442
2.00E-05,0.00024,0.0004,596.4202723,-0.999137878,0.026413917,-0.032028212
2.00E-05,0.00024,0.00042,581.1775322,-0.999423457,0.016923812,-0.029433627
2.00E-05,0.00024,0.00044,575.2259615,-0.999835763,0.012576579,-0.013048983
2.00E-05,0.00024,0.00046,572.8659567,-0.641304333,0.004153549,0.767275375
2.00E-05,0.00026,2.00E-05,1270.809914,-0.583813675,-0.078734344,0.808060948
2.00E-05,0.00026,4.00E-05,1187.888137,-0.886647561,-0.13616306,-0.441945386
2.00E-05,0.00026,6.00E-05,1013.870448,-0.837652086,-0.130522108,-0.530380017
2.00E-05,0.00026,8.00E-05,795.4873381,-0.893821104,-0.161432142,-0.418358098
2.00E-05,0.00026,0.0001,621.4936926,-0.933007435,-0.159867035,-0.32239674
2.00E-05,0.00026,0.00012,447.5000471,-0.976971449,-0.092567796,-0.192244613
2.00E-05,0.00026,0.00014,389.189017,-0.998974256,0.042604832,-0.015338349
2.00E-05,0.00026,0.00016,429.8940622,-0.992641106,0.10368625,0.062552348
2.00E-05,0.00026,0.00018,470.5991075,-0.99278767,0.10556742,0.056816923
2.00E-05,0.00026,0.0002,511.3041527,-0.99233074,0.108847642,0.058582355
2.00E-05,0.00026,0.00022,552.0091979,-0.991778309,0.112684108,0.060647161
2.00E-05,0.00026,0.00024,592.7142432,-0.991080705,0.117346808,0.063156649
2.00E-05,0.00026,0.00026,633.4192884,-0.99707488,0.037237523,0.066746163
2.00E-05,0.00026,0.00028,674.1243337,-0.999432645,0.019128217,-0.027721815
2.00E-05,0.00026,0.0003,600.1515554,-0.998582334,-0.003596041,-0.053107344
2.00E-05,0.00026,0.00032,615.6555509,-0.998332493,0.052822812,0.023280543
2.00E-05,0.00026,0.00034,623.3060365,-0.999047337,0.040602656,0.01599511
2.00E-05,0.00026,0.00036,630.4407163,-0.999631051,0.027076988,-0.002144582
2.00E-05,0.00026,0.00038,621.3052641,-0.999261504,0.01925188,-0.033253748
2.00E-05,0.00026,0.0004,601.3392631,-0.999048459,0.015220706,-0.040871822
2.00E-05,0.00026,0.00042,588.5407573,-0.999373601,0.018389205,-0.030236446
2.00E-05,0.00026,0.00044,579.4525519,-0.99970383,0.014440334,-0.019588985
2.00E-05,0.00026,0.00046,575.8481567,-0.666501525,0.007650396,0.745464411
2.00E-05,0.00028,2.00E-05,1239.376954,-0.652845963,-0.083783105,0.752842972
2.00E-05,0.00028,4.00E-05,1150.836936,-0.860935283,-0.17777944,-0.476639181
2.00E-05,0.00028,6.00E-05,972.4419668,-0.850586591,-0.104503364,-0.515345998
2.00E-05,0.00028,8.00E-05,719.7839866,-0.901278189,-0.142781675,-0.409036698
2.00E-05,0.00028,0.0001,545.7903411,-0.969387082,0.03760358,-0.242641003
2.00E-05,0.00028,0.00012,455.2746276,-0.995461502,0.051596641,-0.079963649
2.00E-05,0.00028,0.00014,464.8201209,-0.989993128,0.133919129,0.044489026
2.00E-05,0.00028,0.00016,505.5251661,-0.991793512,0.112580303,0.060591292
2.00E-05,0.00028,0.00018,546.2302113,-0.992446983,0.108022742,0.05813839
2.00E-05,0.00028,0.0002,586.9352566,-0.991982544,0.111281416,0.059892225
2.00E-05,0.00028,0.00022,627.6403018,-0.997642687,0.028325457,0.062503904
2.00E-05,0.00028,0.00024,668.3453471,-0.999604539,0.020131804,-0.019633541
2.00E-05,0.00028,0.00026,603.206677,-0.999188284,0.006765143,-0.039711538
2.00E-05,0.00028,0.00028,621.448163,-0.999391344,-0.019722851,0.02877412
2.00E-05,0.00028,0.0003,635.2391962,-0.998566606,0.051330171,0.015163996
2.00E-05,0.00028,0.00032,637.2349402,-0.999465607,0.032287924,0.005097999
2.00E-05,0.00028,0.00034,640.6326573,-0.999818757,0.018813912,0.002913708
2.00E-05,0.00028,0.00036,640.1225174,-0.99980656,0.006493245,-0.018565545
2.00E-05,0.00028,0.00038,623.3019402,-0.999318413,0.006719975,-0.036298085
