X,Y,Z,Trace,GradX,GradY,GradZ
4.30E-06,3.07E-05,0.000353632,-2406.404404,-0.918265512,-0.184661428,-0.350269334
4.30E-06,3.07E-05,0.000378805,-3239.094022,-0.893542649,-0.235953397,-0.381978441
4.30E-06,3.07E-05,0.000403979,-4310.653666,-0.978326435,-0.112379021,-0.173920507
4.30E-06,3.07E-05,0.000429153,-4162.762681,-0.998245933,-0.041486389,-0.042236666
4.30E-06,3.07E-05,0.000454326,-4519.084531,-0.990021864,0.070107783,-0.122235871
4.30E-06,3.07E-05,0.0004795,-4782.124109,-0.691250692,0.072319256,0.718987069
4.30E-06,5.63E-05,1.20E-06,648.4613322,-0.480536188,-0.022322571,0.876690752
4.30E-06,5.63E-05,2.64E-05,507.7411429,-0.996506916,-0.045431737,-0.070070853
4.30E-06,5.63E-05,5.15E-05,407.6533323,-0.998842319,-0.044392472,-0.018529167
4.30E-06,5.63E-05,7.67E-05,432.759712,-0.99858762,-0.047154285,0.024479334
4.30E-06,5.63E-05,0.000101895,504.0959587,-0.998445011,-0.050325749,0.023976646
4.30E-06,5.63E-05,0.000127068,521.336202,-0.998463142,-0.053939406,-0.012723807
4.30E-06,5.63E-05,0.000152242,458.8174816,-0.996526419,-0.059128009,-0.058642777
4.30E-06,5.63E-05,0.000177416,319.1379672,-0.992281522,-0.065992753,-0.10498732
4.30E-06,5.63E-05,0.000202589,108.412584,-0.98593608,-0.074038307,-0.149827822
4.30E-06,5.63E-05,0.000227763,-168.9724579,-0.978070098,-0.082608667,-0.191192814
4.30E-06,5.63E-05,0.000252937,-512.0128529,-0.969408438,-0.091353352,-0.227819767
4.30E-06,5.63E-05,0.000278111,-925.0275977,-0.960188955,-0.100437484,-0.260671217
4.30E-06,5.63E-05,0.000303284,-1420.829438,-0.949670571,-0.110622039,-0.293067519
4.30E-06,5.63E-05,0.000328458,-2026.442885,-0.935837539,-0.123537804,-0.330070465
4.30E-06,5.63E-05,0.000353632,-2794.422379,-0.914892806,-0.142433656,-0.377735101
4.30E-06,5.63E-05,0.000378805,-3826.870759,-0.956466331,-0.1889615,-0.222408878
4.30E-06,5.63E-05,0.000403979,-3968.829702,-0.996237085,0.017389246,-0.084907503
4.30E-06,5.63E-05,0.000429153,-4349.270004,-0.994509036,-0.045982694,-0.094007283
4.30E-06,5.63E-05,0.000454326,-4453.310331,-0.998780618,0.014081453,-0.047317963
4.30E-06,5.63E-05,0.0004795,-4584.839657,-0.692815733,0.03980349,0.720015307
4.30E-06,8.19E-05,1.20E-06,606.5184283,-0.471651424,-0.008647686,0.881742679
4.30E-06,8.19E-05,2.64E-05,477.0466732,-0.99765227,-0.000296459,-0.068482558
4.30E-06,8.19E-05,5.15E-05,383.3027121,-0.999712129,0.007062286,-0.022929978
4.30E-06,8.19E-05,7.67E-05,389.6661946,-0.999900141,-0.005904012,0.01283943
4.30E-06,8.19E-05,0.000101895,433.8506198,-0.999594993,-0.026441097,0.010522263
4.30E-06,8.19E-05,0.000127068,431.0156728,-0.998922211,-0.041770356,-0.020239897
4.30E-06,8.19E-05,0.000152242,354.2186945,-0.996851299,-0.052844783,-0.059117815
4.30E-06,8.19E-05,0.000177416,202.7824298,-0.992934399,-0.06267277,-0.100764096
4.30E-06,8.19E-05,0.000202589,-19.39475718,-0.987010151,-0.071850326,-0.143695836
4.30E-06,8.19E-05,0.000227763,-309.5462174,-0.979531725,-0.079688334,-0.184844177
4.30E-06,8.19E-05,0.000252937,-668.0706665,-0.971347761,-0.085608913,-0.221708459
4.30E-06,8.19E-05,0.000278111,-1100.798706,-0.962861561,-0.089501107,-0.254729593
4.30E-06,8.19E-05,0.000303284,-1622.87951,-0.953319557,-0.091530646,-0.287756779
4.30E-06,8.19E-05,0.000328458,-2266.375578,-0.940275895,-0.091994471,-0.327747247
4.30E-06,8.19E-05,0.000353632,-3096.793924,-0.918538046,-0.091359552,-0.38463137
4.30E-06,8.19E-05,0.000378805,-4253.783473,-0.97557733,-0.100929455,-0.195095153
4.30E-06,8.19E-05,0.000403979,-4201.853288,-0.998050589,-0.055721266,-0.028109831
4.30E-06,8.19E-05,0.000429153,-4403.75462,-0.998883938,0.00341539,-0.047108533
4.30E-06,8.19E-05,0.000454326,-4447.793653,-0.999804305,0.006752096,-0.018594651
4.30E-06,8.19E-05,0.0004795,-4495.314547,-0.689295384,0.018407597,0.724246529
4.30E-06,0.0001075,1.20E-06,598.8690721,-0.432916249,-0.002737452,0.90142999
4.30E-06,0.0001075,2.64E-05,506.7584833,-0.998222845,0.016676469,-0.057210544
4.30E-06,0.0001075,5.15E-05,435.0217252,-0.999280918,0.024070662,-0.02929591
4.30E-06,0.0001075,7.67E-05,409.1224102,-0.999928491,0.006763715,-0.009862263
4.30E-06,0.0001075,0.000101895,398.4303793,-0.999751519,-0.017636684,-0.013632578
4.30E-06,0.0001075,0.000127068,354.2116375,-0.998778492,-0.035199961,-0.034676904
4.30E-06,0.0001075,0.000152242,251.3472309,-0.996791104,-0.047707067,-0.064276991
4.30E-06,0.0001075,0.000177416,82.82434218,-0.993196344,-0.058803362,-0.10051461
4.30E-06,0.0001075,0.000202589,-152.0986081,-0.987619024,-0.06866478,-0.141045421
4.30E-06,0.0001075,0.000227763,-453.3595829,-0.980576698,-0.075882822,-0.180862202
4.30E-06,0.0001075,0.000252937,-822.7155311,-0.973191321,-0.079430015,-0.215846068
4.30E-06,0.0001075,0.000278111,-1266.188006,-0.966183827,-0.078857982,-0.245499961
4.30E-06,0.0001075,0.000303284,-1797.858709,-0.95905851,-0.073720936,-0.273444687
4.30E-06,0.0001075,0.000328458,-2447.15801,-0.949418172,-0.063004499,-0.307628946
4.30E-06,0.0001075,0.000353632,-3274.475675,-0.931940875,-0.043955342,-0.359936291
4.30E-06,0.0001075,0.000378805,-4408.237581,-0.985519393,-0.011559741,-0.169168254
4.30E-06,0.0001075,0.000403979,-4271.147442,-0.999065448,-0.040895533,0.013992351
4.30E-06,0.0001075,0.000429153,-4331.137251,-0.99894121,-0.036536248,-0.027956421
4.30E-06,0.0001075,0.000454326,-4419.500018,-0.999693701,-0.000720773,-0.02473831
4.30E-06,0.0001075,0.0004795,-4454.202739,-0.692553648,0.007576059,0.721326589
4.30E-06,0.0001331,1.20E-06,591.1979089,-0.379830758,-0.005768475,0.92503801
4.30E-06,0.0001331,2.64E-05,525.6158371,-0.998671928,0.002740999,-0.051447719
4.30E-06,0.0001331,5.15E-05,464.8828681,-0.999260569,0.006547624,-0.037887262
4.30E-06,0.0001331,7.67E-05,415.1861712,-0.999525297,-0.005748002,-0.030267809
4.30E-06,0.0001331,0.000101895,361.6086335,-0.999144884,-0.022481182,-0.034700107
4.30E-06,0.0001331,0.000127068,279.1855405,-0.998145219,-0.035485788,-0.049465955
4.30E-06,0.0001331,0.000152242,149.3810021,-0.996256742,-0.046176366,-0.073076992
4.30E-06,0.0001331,0.000177416,-37.23976053,-0.992773731,-0.05676952,-0.105723886
4.30E-06,0.0001331,0.000202589,-284.8443217,-0.987354882,-0.066220523,-0.144031868
4.30E-06,0.0001331,0.000227763,-595.6761897,-0.980755374,-0.072359492,-0.181336706
4.30E-06,0.0001331,0.000252937,-972.252007,-0.974436801,-0.073842579,-0.212179627
4.30E-06,0.0001331,0.000278111,-1419.332712,-0.969516407,-0.069985847,-0.234818904
4.30E-06,0.0001331,0.000303284,-1946.662031,-0.966116592,-0.059866555,-0.251067176
4.30E-06,0.0001331,0.000328458,-2573.918264,-0.962403111,-0.042136923,-0.268336973
4.30E-06,0.0001331,0.000353632,-3340.336239,-0.952435708,-0.012959882,-0.304463895
4.30E-06,0.0001331,0.000378805,-4323.042214,-0.982691168,0.043122854,-0.18016239
4.30E-06,0.0001331,0.000403979,-4431.011073,-0.98932078,-0.137546497,-0.048221929
4.30E-06,0.0001331,0.000429153,-4600.919996,-0.997520229,-0.070281607,-0.003726771
4.30E-06,0.0001331,0.000454326,-4451.440001,-0.999158919,-0.026231668,0.031517512
4.30E-06,0.0001331,0.0004795,-4441.714253,-0.694710574,-0.003964568,0.719278458
4.30E-06,0.0001587,1.20E-06,567.3685562,-0.314040213,-0.011897004,0.949335139
4.30E-06,0.0001587,2.64E-05,513.6021844,-0.998151744,-0.023665627,-0.055973505
4.30E-06,0.0001587,5.15E-05,454.4292185,-0.998511729,-0.019869549,-0.05078906
4.30E-06,0.0001587,7.67E-05,389.1780042,-0.998466509,-0.025183612,-0.049299255
4.30E-06,0.0001587,0.000101895,308.8274033,-0.997952265,-0.033520898,-0.05447592
4.30E-06,0.0001587,0.000127068,199.3858966,-0.99689603,-0.041257933,-0.06705287
4.30E-06,0.0001587,0.000152242,48.01628764,-0.99486523,-0.049160423,-0.088467096
4.30E-06,0.0001587,0.000177416,-154.2859674,-0.991188395,-0.057778512,-0.119194
4.30E-06,0.0001587,0.000202589,-413.195044,-0.985762751,-0.065310948,-0.154939598
4.30E-06,0.0001587,0.000227763,-732.3037951,-0.979671847,-0.069491389,-0.188186131
4.30E-06,0.0001587,0.000252937,-1114.218176,-0.974629636,-0.069098156,-0.212890858
4.30E-06,0.0001587,0.000278111,-1561.521086,-0.97200298,-0.063445215,-0.226240828
4.30E-06,0.0001587,0.000303284,-2077.830088,-0.972866274,-0.050955098,-0.225687373
4.30E-06,0.0001587,0.000328458,-2669.712697,-0.979068457,-0.029094271,-0.20144101
4.30E-06,0.0001587,0.000353632,-3350.190168,-0.974640155,-0.003439722,-0.223751508
4.30E-06,0.0001587,0.000378805,-4142.757564,-0.960670517,0.050956224,-0.272975493
4.30E-06,0.0001587,0.000403979,-5077.178845,-0.995409721,-0.03115962,-0.090490689
4.30E-06,0.0001587,0.000429153,-4722.922238,-0.994828611,-0.037850437,0.094251679
4.30E-06,0.0001587,0.000454326,-4554.249122,-0.996017027,-0.074897,0.04837893
4.30E-06,0.0001587,0.0004795,-4482.467792,-0.690689732,-0.054283346,0.721110957
4.30E-06,0.0001843,1.20E-06,527.5271884,-0.223832616,-0.016270959,0.974491773
4.30E-06,0.0001843,2.64E-05,477.0563675,-0.995706636,-0.056331581,-0.073450995
4.30E-06,0.0001843,5.15E-05,415.3816597,-0.996193113,-0.048482421,-0.072448167
4.30E-06,0.0001843,7.67E-05,339.5485897,-0.996154836,-0.046985849,-0.073945072
4.30E-06,0.0001843,0.000101895,242.8452936,-0.995588026,-0.04864097,-0.080240509
4.30E-06,0.0001843,0.000127068,115.9895879,-0.99431033,-0.051740686,-0.093112127
4.30E-06,0.0001843,0.000152242,-50.4797583,-0.99184919,-0.056205166,-0.114351058
4.30E-06,0.0001843,0.000177416,-264.5950755,-0.987743976,-0.06136983,-0.14351161
4.30E-06,0.0001843,0.000202589,-532.6196068,-0.982307796,-0.065357718,-0.17549861
4.30E-06,0.0001843,0.000227763,-858.9265125,-0.976966975,-0.066524171,-0.202756169
4.30E-06,0.0001843,0.000252937,-1245.949603,-0.973410266,-0.064322673,-0.21985233
4.30E-06,0.0001843,0.000278111,-1694.136831,-0.972733041,-0.058508023,-0.224426475
4.30E-06,0.0001843,0.000303284,-2201.103812,-0.97576511,-0.047606519,-0.213579189
4.30E-06,0.0001843,0.000328458,-2760.798255,-0.98455606,-0.028005593,-0.17281508
4.30E-06,0.0001843,0.000353632,-3363.364787,-0.983568156,-0.008898721,-0.180317764
4.30E-06,0.0001843,0.000378805,-3995.206506,-0.978496885,0.032761805,-0.203643094
4.30E-06,0.0001843,0.000403979,-4634.168507,-0.985338347,0.108796271,-0.131421888
4.30E-06,0.0001843,0.000429153,-4814.479212,-0.999377949,-0.000660668,-0.035260151
4.30E-06,0.0001843,0.000454326,-4829.99951,-0.979566021,-0.200809625,-0.011220719
4.30E-06,0.0001843,0.0004795,-4833.785373,-0.681896852,-0.053635709,0.729479194
4.30E-06,0.0002099,1.20E-06,477.1924397,-0.137981577,-0.019326591,0.990246215
4.30E-06,0.0002099,2.64E-05,426.1381701,-0.987055616,-0.108135123,-0.118439887
4.30E-06,0.0002099,5.15E-05,360.8504465,-0.989269339,-0.088584263,-0.116185215
4.30E-06,0.0002099,7.67E-05,277.6890934,-0.990187447,-0.076950692,-0.116650803
4.30E-06,0.0002099,0.000101895,171.0132252,-0.98997249,-0.070529848,-0.12239285
4.30E-06,0.0002099,0.000127068,33.6302716,-0.98852283,-0.067459865,-0.135173153
4.30E-06,0.0002099,0.000152242,-142.2143729,-0.9855695,-0.066487843,-0.155666717
4.30E-06,0.0002099,0.000177416,-363.9549049,-0.981126202,-0.066104272,-0.181718467
4.30E-06,0.0002099,0.000202589,-638.2792842,-0.976124225,-0.064683288,-0.207358555
4.30E-06,0.0002099,0.000227763,-970.3104299,-0.972226959,-0.061582182,-0.225792771
4.30E-06,0.0002099,0.000252937,-1362.71569,-0.970631385,-0.05728691,-0.23365129
4.30E-06,0.0002099,0.000278111,-1814.746922,-0.971667148,-0.052145112,-0.230529477
4.30E-06,0.0002099,0.000303284,-2319.613929,-0.975098198,-0.045496913,-0.217056527
4.30E-06,0.0002099,0.000328458,-2861.252919,-0.979836411,-0.0358613,-0.1965568
4.30E-06,0.0002099,0.000353632,-3412.140135,-0.983700273,-0.020916662,-0.178595257
4.30E-06,0.0002099,0.000378805,-3934.850235,-0.987358583,0.006949691,-0.158350022
4.30E-06,0.0002099,0.000403979,-4387.466531,-0.990326786,0.054369819,-0.127658842
4.30E-06,0.0002099,0.000429153,-4726.653656,-0.99483701,0.05455816,-0.08557296
4.30E-06,0.0002099,0.000454326,-4905.609643,-0.998107083,0.055112622,-0.027291923
4.30E-06,0.0002099,0.0004795,-4883.056446,-0.720303578,0.055543482,0.691431615
4.30E-06,0.0002355,1.20E-06,422.153084,-0.044773809,-0.022716994,0.998738827
4.30E-06,0.0002355,2.64E-05,369.0377835,-0.911618083,-0.279301465,-0.301567841
4.30E-06,0.0002355,5.15E-05,300.2813757,-0.948463233,-0.191803905,-0.252247412
4.30E-06,0.0002355,7.67E-05,212.198471,-0.964451258,-0.141588466,-0.223128834
4.30E-06,0.0002355,0.000101895,99.82271632,-0.970877711,-0.112312969,-0.211618212
4.30E-06,0.0002355,0.000127068,-42.97786952,-0.97231017,-0.09407108,-0.213924206
4.30E-06,0.0002355,0.000152242,-223.1708139,-0.970755982,-0.081288882,-0.225887011
4.30E-06,0.0002355,0.000177416,-448.1060981,-0.967798818,-0.070727516,-0.241584491
4.30E-06,0.0002355,0.000202589,-724.9689256,-0.965338218,-0.060861692,-0.253806973
4.30E-06,0.0002355,0.000227763,-1059.8536,-0.964821845,-0.051905568,-0.257729742
4.30E-06,0.0002355,0.000252937,-1456.495795,-0.966426747,-0.044790143,-0.253008274
4.30E-06,0.0002355,0.000278111,-1914.250027,-0.969699921,-0.039756737,-0.241042456
4.30E-06,0.0002355,0.000303284,-2424.175261,-0.974287844,-0.036042254,-0.222405379
4.30E-06,0.0002355,0.000328458,-2963.502575,-0.979844728,-0.03187726,-0.197200783
4.30E-06,0.0002355,0.000353632,-3491.231372,-0.985913917,-0.024159427,-0.165499455
4.30E-06,0.0002355,0.000378805,-3951.676321,-0.991890493,-0.008294933,-0.126824458
4.30E-06,0.0002355,0.000403979,-4291.228977,-0.996406262,0.019664596,-0.082388503
4.30E-06,0.0002355,0.000429153,-4478.53584,-0.99763481,0.059268842,-0.034813653
4.30E-06,0.0002355,0.000454326,-4508.814988,-0.994597709,0.102832468,0.014173261
4.30E-06,0.0002355,0.0004795,-4394.056009,-0.743969929,0.103200168,0.660195782
4.30E-06,0.0002611,1.20E-06,367.017901,0.080553454,-0.0238025,0.996466047
4.30E-06,0.0002611,2.64E-05,311.3533995,0.855442303,-0.339761054,-0.390871966
4.30E-06,0.0002611,5.15E-05,239.5733362,0.51810141,-0.497875265,-0.695479079
4.30E-06,0.0002611,7.67E-05,148.332018,-0.405876418,-0.464279461,-0.787215927
4.30E-06,0.0002611,0.000101895,33.28896195,-0.79700697,-0.263184216,-0.543611956
4.30E-06,0.0002611,0.000127068,-110.8083075,-0.889485465,-0.164229705,-0.426431955
4.30E-06,0.0002611,0.000152242,-290.4749141,-0.92031396,-0.110522144,-0.375242683
4.30E-06,0.0002611,0.000177416,-513.3517966,-0.934812963,-0.075542978,-0.347012942
4.30E-06,0.0002611,0.000202589,-787.4576557,-0.944915677,-0.050975347,-0.323320084
4.30E-06,0.0002611,0.000227763,-1120.131494,-0.953647289,-0.034266266,-0.29896935
4.30E-06,0.0002611,0.000252937,-1516.531272,-0.961147197,-0.023892864,-0.275000357
4.30E-06,0.0002611,0.000278111,-1977.055659,-0.967672895,-0.018105978,-0.251557831
4.30E-06,0.0002611,0.000303284,-2492.5318,-0.974016704,-0.015148047,-0.225969017
4.30E-06,0.0002611,0.000328458,-3036.662293,-0.980830372,-0.013132767,-0.19442045
4.30E-06,0.0002611,0.000353632,-3558.835558,-0.987998563,-0.009552275,-0.154167418
4.30E-06,0.0002611,0.000378805,-3988.060048,-0.994388055,-0.001191772,-0.105787407
4.30E-06,0.0002611,0.000403979,-4259.585411,-0.998449546,0.014718625,-0.053683014
4.30E-06,0.0002611,0.000429153,-4349.948994,-0.999259398,0.038321976,-0.003475906
4.30E-06,0.0002611,0.000454326,-4282.295909,-0.996999528,0.065696367,0.040938116
4.30E-06,0.0002611,0.0004795,-4099.206317,-0.76737831,0.069787789,0.637385436
4.30E-06,0.0002867,1.20E-06,315.0142375,0.226535444,-0.022897122,0.973733749
4.30E-06,0.0002867,2.64E-05,256.3819783,0.984973657,-0.106240514,-0.136161113
4.30E-06,0.0002867,5.15E-05,181.6022782,0.973779769,-0.125925627,-0.189461601
4.30E-06,0.0002867,7.67E-05,88.47698829,0.941198552,-0.16358286,-0.295611118
4.30E-06,0.0002867,0.000101895,-27.7621096,0.820138132,-0.239089115,-0.519817121
4.30E-06,0.0002867,0.000127068,-169.7791234,0.31189649,-0.316459508,-0.895864923
4.30E-06,0.0002867,0.000152242,-343.7418688,-0.500278339,-0.204516009,-0.841364835
4.30E-06,0.0002867,0.000177416,-558.1289562,-0.803005861,-0.085766906,-0.589767433
4.30E-06,0.0002867,0.000202589,-822.2552371,-0.897772795,-0.030492643,-0.439402103
4.30E-06,0.0002867,0.000227763,-1144.831244,-0.936407747,-0.005269936,-0.350874278
4.30E-06,0.0002867,0.000252937,-1532.208807,-0.955236285,0.00666643,-0.295768826
4.30E-06,0.0002867,0.000278111,-1985.687712,-0.966151739,0.012711635,-0.257661079
4.30E-06,0.0002867,0.000303284,-2496.409916,-0.974246978,0.016150804,-0.224904373
4.30E-06,0.0002867,0.000328458,-3036.749332,-0.981817043,0.018694584,-0.188906871
4.30E-06,0.0002867,0.000353632,-3551.178655,-0.989248626,0.021738597,-0.144618774
4.30E-06,0.0002867,0.000378805,-3959.704471,-0.995363844,0.02684896,-0.092357741
4.30E-06,0.0002867,0.000403979,-4190.327188,-0.998362207,0.039339641,-0.041536679
4.30E-06,0.0002867,0.000429153,-4223.911595,-0.998762222,0.047912772,0.013356308
4.30E-06,0.0002867,0.000454326,-4099.615624,-0.996506328,0.062617418,0.055264787
4.30E-06,0.0002867,0.0004795,-3876.378435,-0.787311114,0.060837588,0.613547063
4.30E-06,0.0003123,1.20E-06,268.1912462,0.376980265,-0.020554862,0.925993185
4.30E-06,0.0003123,2.64E-05,205.4950751,0.994715406,-0.05744028,-0.085099213
4.30E-06,0.0003123,5.15E-05,126.0853974,0.991867662,-0.067474014,-0.1079157
4.30E-06,0.0003123,7.67E-05,30.51364295,0.98555397,-0.084419302,-0.146822181
4.30E-06,0.0003123,0.000101895,-87.50716698,0.972648628,-0.103470822,-0.207962584
4.30E-06,0.0003123,0.000127068,-224.3167243,0.944154713,-0.11749733,-0.307841281
4.30E-06,0.0003123,0.000152242,-386.4722676,0.845225041,-0.119649024,-0.520844258
4.30E-06,0.0003123,0.000177416,-584.1180525,0.251841531,-0.083293752,-0.964177367
4.30E-06,0.0003123,0.000202589,-828.861809,-0.712822082,0.01507087,-0.701182963
4.30E-06,0.0003123,0.000227763,-1130.975181,-0.904567379,0.040359435,-0.424416038
4.30E-06,0.0003123,0.000252937,-1497.257978,-0.948714943,0.046056844,-0.31275985
4.30E-06,0.0003123,0.000278111,-1928.681503,-0.96548329,0.048975027,-0.255819201
4.30E-06,0.0003123,0.000303284,-2415.774865,-0.974936893,0.052071962,-0.216302023
4.30E-06,0.0003123,0.000328458,-2930.512663,-0.982398078,0.055810504,-0.178267226
4.30E-06,0.0003123,0.000353632,-3417.750635,-0.98913184,0.059966598,-0.134246824
4.30E-06,0.0003123,0.000378805,-3799.109068,-0.994440181,0.06416802,-0.083493657
4.30E-06,0.0003123,0.000403979,-4005.115563,-0.99719381,0.068300465,-0.0306521
4.30E-06,0.0003123,0.000429153,-4019.030763,-0.997207802,0.072507233,0.017868994
4.30E-06,0.0003123,0.000454326,-3881.857165,-0.995389386,0.076889555,0.057340788
4.30E-06,0.0003123,0.0004795,-3654.050978,-0.806674989,0.066054332,0.587292336
4.30E-06,0.0003379,1.20E-06,227.8905602,0.510763727,-0.017249024,0.859548071
4.30E-06,0.0003379,2.64E-05,158.8389713,0.996919153,-0.038034849,-0.068597028
4.30E-06,0.0003379,5.15E-05,70.34278722,0.995144097,-0.049342866,-0.085167532
4.30E-06,0.0003379,7.67E-05,-36.41351116,0.992058883,-0.068217083,-0.105667409
4.30E-06,0.0003379,0.000101895,-156.6989614,0.988303498,-0.08432696,-0.127063603
4.30E-06,0.0003379,0.000127068,-285.8210205,0.984986797,-0.084029756,-0.150797912
4.30E-06,0.0003379,0.000152242,-427.7956447,0.979068529,-0.060343306,-0.194379785
4.30E-06,0.0003379,0.000177416,-596.9934961,0.947090365,-0.0179628,-0.320464006
4.30E-06,0.0003379,0.000202589,-810.302317,0.51981854,0.098230517,-0.848610306
4.30E-06,0.0003379,0.000227763,-1080.194356,-0.808108639,0.125011773,-0.575614875
4.30E-06,0.0003379,0.000252937,-1412.749663,-0.940414396,0.093190829,-0.327011059
4.30E-06,0.0003379,0.000278111,-1806.865332,-0.965913586,0.084813052,-0.244576553
4.30E-06,0.0003379,0.000303284,-2251.147455,-0.976279575,0.08453662,-0.199328252
4.30E-06,0.0003379,0.000328458,-2717.746275,-0.982912195,0.087961236,-0.161698603
4.30E-06,0.0003379,0.000353632,-3156.615435,-0.988254688,0.092631867,-0.12154015
4.30E-06,0.0003379,0.000378805,-3500.647751,-0.992377943,0.096429195,-0.076729579
4.30E-06,0.0003379,0.000403979,-3691.9884,-0.994740053,0.097878883,-0.030198538
4.30E-06,0.0003379,0.000429153,-3715.294524,-0.995215414,0.096816506,0.013147012
4.30E-06,0.0003379,0.000454326,-3601.917864,-0.994310741,0.094344936,0.049448792
4.30E-06,0.0003379,0.0004795,-3401.706759,-0.826882385,0.076579545,0.557136513
4.30E-06,0.0003635,1.20E-06,195.5297864,0.609276195,-0.013074198,0.792850291
4.30E-06,0.0003635,2.64E-05,116.6605352,0.997325657,-0.027754162,-0.067610952
4.30E-06,0.0003635,5.15E-05,11.04773342,0.995411025,-0.043710142,-0.085125289
4.30E-06,0.0003635,7.67E-05,-118.5428837,0.992298035,-0.07257387,-0.100387465
4.30E-06,0.0003635,0.000101895,-255.8319209,0.989659415,-0.10226322,-0.100580697
4.30E-06,0.0003635,0.000127068,-377.9393437,0.991725969,-0.095795782,-0.08545625
4.30E-06,0.0003635,0.000152242,-484.7086511,0.995641932,-0.051596074,-0.077685188
4.30E-06,0.0003635,0.000177416,-605.9215909,0.994765342,-0.007503227,-0.101909846
4.30E-06,0.0003635,0.000202589,-771.9818843,0.971343049,0.053808764,-0.231510903
4.30E-06,0.0003635,0.000227763,-997.920185,-0.143649087,0.337292017,-0.930375749
4.30E-06,0.0003635,0.000252937,-1286.666044,-0.928549991,0.148698739,-0.340122918
4.30E-06,0.0003635,0.000278111,-1633.022449,-0.967851072,0.114122707,-0.224143504
4.30E-06,0.0003635,0.000303284,-2022.921188,-0.978610692,0.10676298,-0.175848741
4.30E-06,0.0003635,0.000328458,-2429.612312,-0.984142807,0.107560858,-0.141044661
4.30E-06,0.0003635,0.000353632,-2810.957096,-0.988036268,0.111033683,-0.107032029
4.30E-06,0.0003635,0.000378805,-3114.889731,-0.990969259,0.113981215,-0.070627267
4.30E-06,0.0003635,0.000403979,-3297.625035,-0.99290524,0.114286991,-0.032827869
4.30E-06,0.0003635,0.000429153,-3344.505418,-0.993766578,0.111423172,0.003586773
4.30E-06,0.0003635,0.000454326,-3273.420746,-0.993656131,0.106530344,0.036038572
